event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
52,0,17,VERIFY,COMMIT,17504,8271,3,79,2.2255e+11,verify result: accepted-token KV + context carry
53,0,17,COMMIT,MTP_DRAFT,64,8274,3,82,0,loop continue
54,0,18,MTP_DRAFT,VERIFY,64,8274,,82,5.17565e+09,proposed 7-token block via MTP head
55,0,18,VERIFY,COMMIT,11296,8274,1,82,2.22553e+11,verify result: accepted-token KV + context carry
56,0,18,COMMIT,MTP_DRAFT,64,8275,1,83,0,loop continue
57,0,19,MTP_DRAFT,VERIFY,64,8275,,83,5.17567e+09,proposed 7-token block via MTP head
58,0,19,VERIFY,COMMIT,17504,8275,3,83,2.22553e+11,verify result: accepted-token KV + context carry
59,0,19,COMMIT,MTP_DRAFT,64,8278,3,86,0,loop continue
60,0,20,MTP_DRAFT,VERIFY,64,8278,,86,5.17572e+09,proposed 7-token block via MTP head
61,0,20,VERIFY,COMMIT,8192,8278,0,86,2.22556e+11,verify result: accepted-token KV + context carry
62,0,20,COMMIT,MTP_DRAFT,64,8278,0,86,0,loop continue
63,0,21,MTP_DRAFT,VERIFY,64,8278,,86,5.17572e+09,proposed 7-token block via MTP head
64,0,21,VERIFY,COMMIT,29920,8278,7,86,2.22556e+11,verify result: accepted-token KV + context carry
65,0,21,COMMIT,MTP_DRAFT,64,8285,7,93,0,loop continue
66,0,22,MTP_DRAFT,VERIFY,64,8285,,93,5.17584e+09,proposed 7-token block via MTP head
67,0,22,VERIFY,COMMIT,20608,8285,4,93,2.22561e+11,verify result: accepted-token KV + context carry
68,0,22,COMMIT,MTP_DRAFT,64,8289,4,97,0,loop continue
69,0,23,MTP_DRAFT,VERIFY,64,8289,,97,5.17591e+09,proposed 7-token block via MTP head
70,0,23,VERIFY,COMMIT,23712,8289,5,97,2.22564e+11,verify result: accepted-token KV + context carry
71,0,23,COMMIT,EXIT,0,8294,5,102,0,terminal condition (EOS / max length)
