event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
21,0,7,MTP_DRAFT,VERIFY,64,65559,,23,6.16882e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,29920,65559,7,23,2.65259e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,65566,7,30,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,65566,,30,6.16894e+09,proposed 7-token block via MTP head
25,0,8,VERIFY,COMMIT,29920,65566,7,30,2.65264e+11,verify result: accepted-token KV + context carry
26,0,8,COMMIT,MTP_DRAFT,64,65573,7,37,0,loop continue
27,0,9,MTP_DRAFT,VERIFY,64,65573,,37,6.16907e+09,proposed 7-token block via MTP head
28,0,9,VERIFY,COMMIT,8192,65573,0,37,2.6527e+11,verify result: accepted-token KV + context carry
29,0,9,COMMIT,MTP_DRAFT,64,65573,0,37,0,loop continue
30,0,10,MTP_DRAFT,VERIFY,64,65573,,37,6.16907e+09,proposed 7-token block via MTP head
31,0,10,VERIFY,COMMIT,20608,65573,4,37,2.6527e+11,verify result: accepted-token KV + context carry
32,0,10,COMMIT,MTP_DRAFT,64,65577,4,41,0,loop continue
33,0,11,MTP_DRAFT,VERIFY,64,65577,,41,6.16914e+09,proposed 7-token block via MTP head
34,0,11,VERIFY,COMMIT,14400,65577,2,41,2.65272e+11,verify result: accepted-token KV + context carry
35,0,11,COMMIT,MTP_DRAFT,64,65579,2,43,0,loop continue
36,0,12,MTP_DRAFT,VERIFY,64,65579,,43,6.16917e+09,proposed 7-token block via MTP head
37,0,12,VERIFY,COMMIT,14400,65579,2,43,2.65274e+11,verify result: accepted-token KV + context carry
38,0,12,COMMIT,MTP_DRAFT,64,65581,2,45,0,loop continue
39,0,13,MTP_DRAFT,VERIFY,64,65581,,45,6.1692e+09,proposed 7-token block via MTP head
40,0,13,VERIFY,COMMIT,20608,65581,4,45,2.65275e+11,verify result: accepted-token KV + context carry
41,0,13,COMMIT,MTP_DRAFT,64,65585,4,49,0,loop continue
42,0,14,MTP_DRAFT,VERIFY,64,65585,,49,6.16927e+09,proposed 7-token block via MTP head
43,0,14,VERIFY,COMMIT,11296,65585,1,49,2.65278e+11,verify result: accepted-token KV + context carry
44,0,14,COMMIT,MTP_DRAFT,64,65586,1,50,0,loop continue
45,0,15,MTP_DRAFT,VERIFY,64,65586,,50,6.16929e+09,proposed 7-token block via MTP head
46,0,15,VERIFY,COMMIT,23712,65586,5,50,2.65279e+11,verify result: accepted-token KV + context carry
47,0,15,COMMIT,MTP_DRAFT,64,65591,5,55,0,loop continue
48,0,16,MTP_DRAFT,VERIFY,64,65591,,55,6.16938e+09,proposed 7-token block via MTP head
49,0,16,VERIFY,COMMIT,8192,65591,0,55,2.65283e+11,verify result: accepted-token KV + context carry
50,0,16,COMMIT,MTP_DRAFT,64,65591,0,55,0,loop continue
51,0,17,MTP_DRAFT,VERIFY,64,65591,,55,6.16938e+09,proposed 7-token block via MTP head
52,0,17,VERIFY,COMMIT,23712,65591,5,55,2.65283e+11,verify result: accepted-token KV + context carry
53,0,17,COMMIT,MTP_DRAFT,64,65596,5,60,0,loop continue
54,0,18,MTP_DRAFT,VERIFY,64,65596,,60,6.16946e+09,proposed 7-token block via MTP head
55,0,18,VERIFY,COMMIT,8192,65596,0,60,2.65287e+11,verify result: accepted-token KV + context carry
56,0,18,COMMIT,MTP_DRAFT,64,65596,0,60,0,loop continue
57,0,19,MTP_DRAFT,VERIFY,64,65596,,60,6.16946e+09,proposed 7-token block via MTP head
58,0,19,VERIFY,COMMIT,29920,65596,7,60,2.65287e+11,verify result: accepted-token KV + context carry
59,0,19,COMMIT,MTP_DRAFT,64,65603,7,67,0,loop continue
60,0,20,MTP_DRAFT,VERIFY,64,65603,,67,6.16959e+09,proposed 7-token block via MTP head
61,0,20,VERIFY,COMMIT,11296,65603,1,67,2.65292e+11,verify result: accepted-token KV + context carry
62,0,20,COMMIT,MTP_DRAFT,64,65604,1,68,0,loop continue
63,0,21,MTP_DRAFT,VERIFY,64,65604,,68,6.1696e+09,proposed 7-token block via MTP head
64,0,21,VERIFY,COMMIT,17504,65604,3,68,2.65293e+11,verify result: accepted-token KV + context carry
65,0,21,COMMIT,MTP_DRAFT,64,65607,3,71,0,loop continue
66,0,22,MTP_DRAFT,VERIFY,64,65607,,71,6.16966e+09,proposed 7-token block via MTP head
67,0,22,VERIFY,COMMIT,17504,65607,3,71,2.65295e+11,verify result: accepted-token KV + context carry
68,0,22,COMMIT,MTP_DRAFT,64,65610,3,74,0,loop continue
69,0,23,MTP_DRAFT,VERIFY,64,65610,,74,6.16971e+09,proposed 7-token block via MTP head
70,0,23,VERIFY,COMMIT,8192,65610,0,74,2.65297e+11,verify result: accepted-token KV + context carry
71,0,23,COMMIT,MTP_DRAFT,64,65610,0,74,0,loop continue
72,0,24,MTP_DRAFT,VERIFY,64,65610,,74,6.16971e+09,proposed 7-token block via MTP head
73,0,24,VERIFY,COMMIT,8192,65610,0,74,2.65297e+11,verify result: accepted-token KV + context carry
74,0,24,COMMIT,MTP_DRAFT,64,65610,0,74,0,loop continue
75,0,25,MTP_DRAFT,VERIFY,64,65610,,74,6.16971e+09,proposed 7-token block via MTP head
76,0,25,VERIFY,COMMIT,17504,65610,3,74,2.65297e+11,verify result: accepted-token KV + context carry
77,0,25,COMMIT,MTP_DRAFT,64,65613,3,77,0,loop continue
78,0,26,MTP_DRAFT,VERIFY,64,65613,,77,6.16976e+09,proposed 7-token block via MTP head
79,0,26,VERIFY,COMMIT,8192,65613,0,77,2.65299e+11,verify result: accepted-token KV + context carry
80,0,26,COMMIT,MTP_DRAFT,64,65613,0,77,0,loop continue
81,0,27,MTP_DRAFT,VERIFY,64,65613,,77,6.16976e+09,proposed 7-token block via MTP head
82,0,27,VERIFY,COMMIT,29920,65613,7,77,2.65299e+11,verify result: accepted-token KV + context carry
83,0,27,COMMIT,MTP_DRAFT,64,65620,7,84,0,loop continue
84,0,28,MTP_DRAFT,VERIFY,64,65620,,84,6.16988e+09,proposed 7-token block via MTP head
85,0,28,VERIFY,COMMIT,20608,65620,4,84,2.65305e+11,verify result: accepted-token KV + context carry
86,0,28,COMMIT,MTP_DRAFT,64,65624,4,88,0,loop continue
87,0,29,MTP_DRAFT,VERIFY,64,65624,,88,6.16995e+09,proposed 7-token block via MTP head
88,0,29,VERIFY,COMMIT,23712,65624,5,88,2.65308e+11,verify result: accepted-token KV + context carry
89,0,29,COMMIT,MTP_DRAFT,64,65629,5,93,0,loop continue
90,0,30,MTP_DRAFT,VERIFY,64,65629,,93,6.17004e+09,proposed 7-token block via MTP head
91,0,30,VERIFY,COMMIT,8192,65629,0,93,2.65311e+11,verify result: accepted-token KV + context carry
92,0,30,COMMIT,MTP_DRAFT,64,65629,0,93,0,loop continue
93,0,31,MTP_DRAFT,VERIFY,64,65629,,93,6.17004e+09,proposed 7-token block via MTP head
94,0,31,VERIFY,COMMIT,8192,65629,0,93,2.65311e+11,verify result: accepted-token KV + context carry
95,0,31,COMMIT,MTP_DRAFT,64,65629,0,93,0,loop continue
96,0,32,MTP_DRAFT,VERIFY,64,65629,,93,6.17004e+09,proposed 7-token block via MTP head
97,0,32,VERIFY,COMMIT,8192,65629,0,93,2.65311e+11,verify result: accepted-token KV + context carry
98,0,32,COMMIT,MTP_DRAFT,64,65629,0,93,0,loop continue
99,0,33,MTP_DRAFT,VERIFY,64,65629,,93,6.17004e+09,proposed 7-token block via MTP head
100,0,33,VERIFY,COMMIT,29920,65629,7,93,2.65311e+11,verify result: accepted-token KV + context carry
101,0,33,COMMIT,EXIT,0,65636,7,100,0,terminal condition (EOS / max length)
